,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,BP,RAIN
722,2024-01-31 02:00:00,23.7,,17.0,,,,1,26,78,108,760,0
723,2024-01-31 03:00:00,17.1,,1.0,,,,1,26,79,114,760,0
724,2024-01-31 04:00:00,14.8,,9.0,,,,1,26,82,112,760,0
725,2024-01-31 05:00:00,19.8,,0.0,,,,0,26,85,108,760,0
726,2024-01-31 06:00:00,15.8,,1.0,,,,0,25,88,107,761,0
727,2024-01-31 07:00:00,21.7,,2.0,,,,0,26,86,108,761,0
728,2024-01-31 08:00:00,21.2,,1.0,,,,1,28,75,110,761,0
729,2024-01-31 09:00:00,16.1,,1.0,,,,1,29,68,127,762,0
730,2024-01-31 10:00:00,15.0,,0.0,,,,1,30,59,164,762,0
731,2024-01-31 11:00:00,13.3,,2.0,,,,1,31,58,164,761,0
732,2024-01-31 12:00:00,14.0,,14.0,,,,1,31,55,189,761,0
733,2024-01-31 13:00:00,17.4,,0.0,,,,1,31,54,184,760,0
734,2024-01-31 14:00:00,16.3,,16.0,,,,1,31,54,161,759,0
735,2024-01-31 15:00:00,12.9,,,,,,1,31,54,180,759,0
736,2024-01-31 16:00:00,8.2,,26.0,,,,1,31,56,153,759,0
737,2024-01-31 17:00:00,12.6,,3.0,,,,1,29,65,153,759,0
738,2024-01-31 18:00:00,14.5,,18.0,,,,1,28,71,150,759,0
739,2024-01-31 19:00:00,14.7,,6.0,,,,1,28,75,117,760,0
740,2024-01-31 20:00:00,20.0,,14.0,,,,1,27,76,119,760,0
741,2024-01-31 21:00:00,18.7,,17.0,,,,1,27,77,118,761,0
742,2024-01-31 22:00:00,16.7,,0.0,,,,1,27,81,108,761,0
743,2024-01-31 23:00:00,24.3,,0.0,,,,1,26,81,111,761,0
744,2024-02-01 00:00:00,19.6,,1.0,,,,0,26,82,110,761,0
745,2024-02-01 01:00:00,19.2,,12.0,,,,0,26,85,108,761,0
746,2024-02-01 02:00:00,19.0,,9.0,,,,0,26,86,106,760,0
747,2024-02-01 03:00:00,17.8,,1.0,,,,0,25,88,111,760,0
748,2024-02-01 04:00:00,13.8,,0.0,,,,0,25,89,116,760,0
749,2024-02-01 05:00:00,19.7,,0.0,,,,0,25,89,114,760,0
750,2024-02-01 06:00:00,18.0,,0.0,,,,0,25,89,105,761,0
751,2024-02-01 07:00:00,23.9,,2.0,,,,0,26,85,105,761,0
752,2024-02-01 08:00:00,29.9,,1.0,,,,1,28,78,111,762,0
753,2024-02-01 09:00:00,23.5,,2.0,,,,1,29,70,121,762,0
754,2024-02-01 10:00:00,19.5,,1.0,,,,1,30,61,142,762,0
755,2024-02-01 11:00:00,17.8,,1.0,,,,1,31,57,171,762,0
756,2024-02-01 12:00:00,18.9,,1.0,,,,1,32,53,160,761,0
757,2024-02-01 13:00:00,17.5,,9.0,,,,1,32,52,171,760,0
758,2024-02-01 14:00:00,17.9,,16.0,,,,1,32,51,164,760,0
759,2024-02-01 15:00:00,16.7,,5.0,,,,1,31,52,167,760,0
760,2024-02-01 16:00:00,13.1,,,,,,1,31,54,166,759,0
761,2024-02-01 17:00:00,17.8,,20.0,,,,1,29,62,135,759,0
762,2024-02-01 18:00:00,13.0,,18.0,,,,1,28,68,126,759,0
763,2024-02-01 19:00:00,22.5,,0.0,,,,1,28,73,117,760,0
764,2024-02-01 20:00:00,21.9,,1.0,,,,1,27,75,113,761,0
765,2024-02-01 21:00:00,22.3,,10.0,,,,1,27,77,111,761,0
766,2024-02-01 22:00:00,20.7,,1.0,,,,1,27,80,113,761,0
767,2024-02-01 23:00:00,25.6,,0.0,,,,1,26,83,109,761,0
768,2024-02-02 00:00:00,30.9,,0.0,,,,0,26,84,109,760,0
769,2024-02-02 01:00:00,25.9,,1.0,,,,0,26,86,108,760,0
770,2024-02-02 02:00:00,27.4,,4.0,,,,0,25,86,107,760,0
771,2024-02-02 03:00:00,18.4,,0.0,,,,0,25,89,105,759,0
772,2024-02-02 04:00:00,25.1,,0.0,,,,0,25,89,105,759,0
773,2024-02-02 05:00:00,29.3,,0.0,,,,0,24,91,103,760,0
774,2024-02-02 06:00:00,30.1,,0.0,,,,0,24,91,104,760,0
775,2024-02-02 07:00:00,29.6,,1.0,,,,0,25,90,105,760,0
776,2024-02-02 08:00:00,32.4,,5.0,,,,0,27,81,109,761,0
777,2024-02-02 09:00:00,31.8,,0.0,,,,1,29,68,113,761,0
778,2024-02-02 10:00:00,19.3,,0.0,,,,1,31,59,127,761,0
779,2024-02-02 11:00:00,15.8,,0.0,,,,1,32,54,169,761,0
780,2024-02-02 12:00:00,18.4,,1.0,,,,1,32,52,191,760,0
781,2024-02-02 13:00:00,16.5,,3.0,,,,1,32,52,172,759,0
782,2024-02-02 14:00:00,15.0,,5.0,,,,1,32,50,141,759,0
783,2024-02-02 15:00:00,13.6,,1.0,,,,1,32,52,168,758,0
784,2024-02-02 16:00:00,14.4,,2.0,,,,1,31,57,153,758,0
785,2024-02-02 17:00:00,10.7,,,,,,1,30,64,158,758,0
786,2024-02-02 18:00:00,11.9,,15.0,,,,1,29,70,116,759,0
787,2024-02-02 19:00:00,16.7,,13.0,,,,1,28,74,122,759,0
788,2024-02-02 20:00:00,16.7,,0.0,,,,1,27,77,116,760,0
789,2024-02-02 21:00:00,23.6,,7.0,,,,1,27,79,116,760,0
790,2024-02-02 22:00:00,17.3,,0.0,,,,1,27,80,110,760,0
791,2024-02-02 23:00:00,19.4,,1.0,,,,0,27,81,110,760,0
792,2024-02-03 00:00:00,17.2,,0.0,,,,0,26,82,109,760,0
793,2024-02-03 01:00:00,18.6,,1.0,,,,0,26,84,108,760,0
794,2024-02-03 02:00:00,22.2,,0.0,,,,0,26,85,107,760,0
795,2024-02-03 03:00:00,21.9,,9.0,,,,1,26,80,117,759,0
796,2024-02-03 04:00:00,17.3,,15.0,,,,1,26,79,116,759,0
797,2024-02-03 05:00:00,16.1,,15.0,,,,1,26,78,114,760,0
798,2024-02-03 06:00:00,14.6,,2.0,,,,0,25,87,107,760,0
799,2024-02-03 07:00:00,25.8,,1.0,,,,0,26,87,108,761,0
800,2024-02-03 08:00:00,33.8,,1.0,,,,1,28,74,111,761,0
801,2024-02-03 09:00:00,20.5,,1.0,,,,1,29,66,124,762,0
802,2024-02-03 10:00:00,12.5,,1.0,,,,1,30,61,134,762,0
803,2024-02-03 11:00:00,18.8,,0.0,,,,1,32,55,138,761,0
804,2024-02-03 12:00:00,12.9,,1.0,,,,1,32,52,164,760,0
805,2024-02-03 13:00:00,11.3,,2.0,,,,1,32,51,148,760,0
806,2024-02-03 14:00:00,12.0,,15.0,,,,1,33,50,149,759,0
807,2024-02-03 15:00:00,19.2,,3.0,,,,1,32,52,167,758,0
808,2024-02-03 16:00:00,14.1,,17.0,,,,1,31,57,186,758,0
809,2024-02-03 17:00:00,11.9,,0.0,,,,1,30,65,188,759,0
810,2024-02-03 18:00:00,13.1,,,,,,1,28,70,182,759,0
811,2024-02-03 19:00:00,20.9,,3.0,,,,1,28,72,140,760,0
812,2024-02-03 20:00:00,20.2,,1.0,,,,1,28,74,119,760,0
813,2024-02-03 21:00:00,16.8,,4.0,,,,1,27,76,112,761,0
814,2024-02-03 22:00:00,15.5,,1.0,,,,1,27,77,111,761,0
815,2024-02-03 23:00:00,10.5,,1.0,,,,0,27,78,107,761,0
816,2024-02-04 00:00:00,12.7,,0.0,,,,0,27,79,108,761,0
817,2024-02-04 01:00:00,13.0,,6.0,,,,0,27,80,106,760,0
818,2024-02-04 02:00:00,9.9,,11.0,,,,0,27,78,100,760,0
819,2024-02-04 03:00:00,13.2,,0.0,,,,0,26,81,96,760,0
820,2024-02-04 04:00:00,14.2,,13.0,,,,0,26,84,100,760,0
821,2024-02-04 05:00:00,15.7,,2.0,,,,0,25,89,107,760,0
822,2024-02-04 06:00:00,23.3,,2.0,,,,0,25,89,103,761,0
823,2024-02-04 07:00:00,24.0,,3.0,,,,0,25,87,107,761,0
824,2024-02-04 08:00:00,29.4,,12.0,,,,1,28,73,110,762,0
825,2024-02-04 09:00:00,19.3,,1.0,,,,1,30,63,95,762,0
826,2024-02-04 10:00:00,16.4,,1.0,,,,1,31,58,109,761,0
827,2024-02-04 11:00:00,17.4,,0.0,,,,1,33,54,121,761,0
828,2024-02-04 12:00:00,17.2,,0.0,,,,2,33,52,122,760,0
829,2024-02-04 13:00:00,15.4,,25.0,,,,2,33,54,137,759,0
830,2024-02-04 14:00:00,17.6,,1.0,,,,3,33,55,140,759,0
831,2024-02-04 15:00:00,20.5,,2.0,,,,3,32,55,145,758,0
832,2024-02-04 16:00:00,20.7,,24.0,,,,2,31,57,140,759,0
833,2024-02-04 17:00:00,25.7,,2.0,,,,2,30,63,138,759,0
834,2024-02-04 18:00:00,21.7,,28.0,,,,1,29,68,128,760,0
835,2024-02-04 19:00:00,22.7,,,,,,1,28,72,128,760,0
836,2024-02-04 20:00:00,26.5,,28.0,,,,1,28,75,112,761,0
837,2024-02-04 21:00:00,22.9,,0.0,,,,1,27,78,111,761,0
838,2024-02-04 22:00:00,29.1,,0.0,,,,0,27,78,107,761,0
839,2024-02-04 23:00:00,27.4,,0.0,,,,0,27,77,108,761,0
840,2024-02-05 00:00:00,22.2,,7.0,,,,0,27,79,106,761,0
841,2024-02-05 01:00:00,28.9,,1.0,,,,0,26,84,102,761,0
842,2024-02-05 02:00:00,36.0,,5.0,,,,0,26,85,99,760,0
843,2024-02-05 03:00:00,31.0,,9.0,,,,0,25,86,102,760,0
844,2024-02-05 04:00:00,27.9,,12.0,,,,0,25,88,100,760,0
845,2024-02-05 05:00:00,31.2,,14.0,,,,0,25,89,102,760,0
846,2024-02-05 06:00:00,30.2,,14.0,,,,0,25,89,101,760,0
847,2024-02-05 07:00:00,33.8,,0.0,,,,0,25,89,113,761,0
848,2024-02-05 08:00:00,39.3,,9.0,,,,1,27,81,106,762,0
849,2024-02-05 09:00:00,43.4,,0.0,,,,1,29,72,116,762,0
850,2024-02-05 10:00:00,26.9,,3.0,,,,1,30,62,124,762,0
851,2024-02-05 11:00:00,25.3,,0.0,,,,2,32,59,124,761,0
852,2024-02-05 12:00:00,26.8,,1.0,,,,2,33,53,130,760,0
853,2024-02-05 13:00:00,22.0,,2.0,,,,1,33,49,139,760,0
854,2024-02-05 14:00:00,21.4,,26.0,,,,1,33,47,159,759,0
855,2024-02-05 15:00:00,24.6,,26.0,,,,1,33,49,147,759,0
856,2024-02-05 16:00:00,22.5,,9.0,,,,1,32,53,134,759,0
857,2024-02-05 17:00:00,25.3,,33.0,,,,1,31,58,149,759,0
858,2024-02-05 18:00:00,15.0,,25.0,,,,1,29,63,123,759,0
859,2024-02-05 19:00:00,19.5,,0.0,,,,1,28,71,113,760,0
860,2024-02-05 20:00:00,17.4,,,,,,1,28,74,109,761,0
861,2024-02-05 21:00:00,16.3,,6.0,,,,1,28,76,112,761,0
862,2024-02-05 22:00:00,16.0,,1.0,,,,0,27,78,111,761,0
863,2024-02-05 23:00:00,17.4,,1.0,,,,1,27,78,114,761,0
864,2024-02-06 00:00:00,,,8.0,,,,1,27,76,119,761,0
865,2024-02-06 01:00:00,,,0.0,,,,0,27,77,103,761,0
866,2024-02-06 02:00:00,19.8,,0.0,,,,0,26,83,101,760,0
867,2024-02-06 03:00:00,23.1,,0.0,,,,0,26,85,103,760,0
868,2024-02-06 04:00:00,20.7,,2.0,,,,0,25,87,104,760,0
869,2024-02-06 05:00:00,24.0,,0.0,,,,0,25,89,106,760,0
870,2024-02-06 06:00:00,23.4,,1.0,,,,0,25,89,106,761,0
871,2024-02-06 07:00:00,26.3,,0.0,,,,0,25,89,107,761,0
872,2024-02-06 08:00:00,31.0,,1.0,,,,1,26,85,111,762,0
873,2024-02-06 09:00:00,32.9,,10.0,,,,2,28,77,120,762,0
874,2024-02-06 10:00:00,26.2,,10.0,,,,2,30,68,126,762,0
875,2024-02-06 11:00:00,20.3,,4.0,,,,2,31,63,126,761,0
876,2024-02-06 12:00:00,19.5,,5.0,,,,2,32,55,131,761,0
877,2024-02-06 13:00:00,13.5,,18.0,,,,1,33,50,159,760,0
878,2024-02-06 14:00:00,12.9,,5.0,,,,1,33,50,173,759,0
879,2024-02-06 15:00:00,11.1,,12.0,,,,1,33,50,148,758,0
880,2024-02-06 16:00:00,,,5.0,,,,1,32,53,166,758,0
881,2024-02-06 17:00:00,,,4.0,,,,2,31,57,128,758,0
882,2024-02-06 18:00:00,12.5,,3.0,,,,1,30,63,125,759,0
883,2024-02-06 19:00:00,13.9,,0.0,,,,1,29,71,115,759,0
884,2024-02-06 20:00:00,20.0,,0.0,,,,1,28,75,113,760,0
885,2024-02-06 21:00:00,19.3,,,,,,1,28,77,111,760,0
886,2024-02-06 22:00:00,17.7,,8.0,,,,1,28,79,112,761,0
887,2024-02-06 23:00:00,18.8,,1.0,,,,0,28,80,107,761,0
888,2024-02-07 00:00:00,17.1,,2.0,,,,0,28,80,105,760,0
889,2024-02-07 01:00:00,13.3,,5.0,,,,1,27,83,105,760,0
890,2024-02-07 02:00:00,18.8,,2.0,,,,0,26,86,103,760,0
891,2024-02-07 03:00:00,22.5,,6.0,,,,0,26,85,94,759,0
892,2024-02-07 04:00:00,18.2,,2.0,,,,1,26,86,95,759,0
893,2024-02-07 05:00:00,27.0,,1.0,,,,0,26,88,101,759,0
894,2024-02-07 06:00:00,31.5,,0.0,,,,0,25,89,99,760,0
895,2024-02-07 07:00:00,24.8,,0.0,,,,0,26,85,100,760,0
896,2024-02-07 08:00:00,28.4,,0.0,,,,1,28,74,119,761,0
897,2024-02-07 09:00:00,22.3,,11.0,,,,1,30,65,122,761,0
898,2024-02-07 10:00:00,22.5,,0.0,,,,1,31,57,120,761,0
899,2024-02-07 11:00:00,20.3,,8.0,,,,2,33,49,136,760,0
900,2024-02-07 12:00:00,16.9,,11.0,,,,1,33,45,165,759,0
901,2024-02-07 13:00:00,16.7,,25.0,,,,1,33,45,160,759,0
902,2024-02-07 14:00:00,14.9,,25.0,,,,1,33,44,137,758,0
903,2024-02-07 15:00:00,20.5,,21.0,,,,1,33,46,153,758,0
904,2024-02-07 16:00:00,15.6,,0.0,,,,1,32,48,175,758,0
905,2024-02-07 17:00:00,18.5,,4.0,,,,2,30,58,134,758,0
906,2024-02-07 18:00:00,20.0,,7.0,,,,2,29,67,126,758,0
907,2024-02-07 19:00:00,23.1,,0.0,,,,1,29,71,115,758,0
908,2024-02-07 20:00:00,20.3,,1.0,,,,1,28,71,109,759,0
909,2024-02-07 21:00:00,21.1,,0.0,,,,1,28,72,111,760,0
910,2024-02-07 22:00:00,20.9,,,,,,1,27,75,111,760,0
911,2024-02-07 23:00:00,20.4,,12.0,,,,0,27,77,110,760,0
912,2024-02-08 00:00:00,20.8,,1.0,,,,0,27,79,105,759,0
913,2024-02-08 01:00:00,17.0,,8.0,,,,0,27,81,100,759,0
914,2024-02-08 02:00:00,16.2,,4.0,,,,1,26,82,95,758,0
915,2024-02-08 03:00:00,25.8,,4.0,,,,0,26,85,96,758,0
916,2024-02-08 04:00:00,27.2,,2.0,,,,0,26,85,94,758,0
917,2024-02-08 05:00:00,31.1,,0.0,,,,0,25,86,100,758,0
918,2024-02-08 06:00:00,29.7,,1.0,,,,0,25,87,100,759,0
919,2024-02-08 07:00:00,27.8,,0.0,,,,1,26,87,107,759,0
920,2024-02-08 08:00:00,37.5,,0.0,,,,1,28,75,102,760,0
921,2024-02-08 09:00:00,34.1,,1.0,,,,1,30,63,102,760,0
922,2024-02-08 10:00:00,22.6,,1.0,,,,1,32,55,118,760,0
923,2024-02-08 11:00:00,18.8,,10.0,,,,2,33,52,123,759,0
924,2024-02-08 12:00:00,15.3,,19.0,,,,1,34,44,141,759,0
925,2024-02-08 13:00:00,13.9,,20.0,,,,1,34,46,163,758,0
926,2024-02-08 14:00:00,11.4,,20.0,,,,1,33,46,152,757,0
927,2024-02-08 15:00:00,14.8,,4.0,,,,2,33,46,149,757,0
928,2024-02-08 16:00:00,15.2,,13.0,,,,2,32,52,137,757,0
929,2024-02-08 17:00:00,14.1,,3.0,,,,2,31,59,141,757,0
930,2024-02-08 18:00:00,18.2,,7.0,,,,1,29,67,137,758,0
931,2024-02-08 19:00:00,15.7,,0.0,,,,1,29,72,119,758,0
932,2024-02-08 20:00:00,16.4,,1.0,,,,1,28,74,114,759,0
933,2024-02-08 21:00:00,18.1,,0.0,,,,1,28,76,112,759,0
934,2024-02-08 22:00:00,18.9,,3.0,,,,1,28,77,109,760,0
935,2024-02-08 23:00:00,24.4,,,,,,1,28,77,107,760,0
936,2024-02-09 00:00:00,20.9,,10.0,,,,0,27,76,103,760,0
937,2024-02-09 01:00:00,13.3,,2.0,,,,0,27,81,101,759,0
938,2024-02-09 02:00:00,18.8,,3.0,,,,0,27,83,104,759,0
939,2024-02-09 03:00:00,18.1,,6.0,,,,0,27,83,101,758,0
940,2024-02-09 04:00:00,24.1,,1.0,,,,0,26,84,103,758,0
941,2024-02-09 05:00:00,28.6,,2.0,,,,0,26,87,105,759,0
942,2024-02-09 06:00:00,31.8,,0.0,,,,0,26,87,100,759,0
943,2024-02-09 07:00:00,27.5,,0.0,,,,0,26,83,103,760,0
944,2024-02-09 08:00:00,31.5,,1.0,,,,1,29,72,115,760,0
945,2024-02-09 09:00:00,20.7,,5.0,,,,1,30,67,123,761,0
946,2024-02-09 10:00:00,24.7,,6.0,,,,1,31,63,133,761,0
947,2024-02-09 11:00:00,28.8,,0.0,,,,1,32,56,136,761,0
948,2024-02-09 12:00:00,27.4,,3.0,,,,1,33,51,137,760,0
949,2024-02-09 13:00:00,28.6,,26.0,,,,1,33,50,170,759,0
950,2024-02-09 14:00:00,28.5,,17.0,,,,1,33,50,200,758,0
951,2024-02-09 15:00:00,28.4,,11.0,,,,1,33,49,166,758,0
952,2024-02-09 16:00:00,,,21.0,,,,1,32,53,154,758,0
953,2024-02-09 17:00:00,23.8,,4.0,,,,1,30,56,175,759,0
954,2024-02-09 18:00:00,18.1,,21.0,,,,1,29,64,131,759,0
955,2024-02-09 19:00:00,16.4,,19.0,,,,1,28,66,203,760,0
956,2024-02-09 20:00:00,19.2,,1.0,,,,1,28,67,172,760,0
957,2024-02-09 21:00:00,16.9,,1.0,,,,1,28,67,140,761,0
958,2024-02-09 22:00:00,18.3,,7.0,,,,1,28,69,119,762,0
959,2024-02-09 23:00:00,19.4,,0.0,,,,1,28,70,112,762,0
960,2024-02-10 00:00:00,16.2,,,,,,1,27,70,105,761,0
961,2024-02-10 01:00:00,16.2,,2.0,,,,1,27,71,101,761,0
962,2024-02-10 02:00:00,15.1,,11.0,,,,0,26,73,95,760,0
963,2024-02-10 03:00:00,18.2,,1.0,,,,0,26,76,98,760,0
964,2024-02-10 04:00:00,18.5,,3.0,,,,0,26,79,97,760,0
965,2024-02-10 05:00:00,22.3,,16.0,,,,1,26,76,105,760,0
966,2024-02-10 06:00:00,21.4,,5.0,,,,0,25,84,103,760,0
967,2024-02-10 07:00:00,22.2,,6.0,,,,1,26,80,107,761,0
968,2024-02-10 08:00:00,25.1,,1.0,,,,1,28,70,105,761,0
969,2024-02-10 09:00:00,21.4,,0.0,,,,1,29,65,125,762,0
970,2024-02-10 10:00:00,24.8,,11.0,,,,1,31,58,159,762,0
971,2024-02-10 11:00:00,17.7,,3.0,,,,1,32,55,184,762,0
972,2024-02-10 12:00:00,15.6,,0.0,,,,1,32,52,231,761,0
973,2024-02-10 13:00:00,17.3,,1.0,,,,1,33,51,216,760,0
974,2024-02-10 14:00:00,14.9,,5.0,,,,1,33,50,220,760,0
975,2024-02-10 15:00:00,15.9,,16.0,,,,1,33,51,195,759,0
976,2024-02-10 16:00:00,17.6,,9.0,,,,1,32,54,203,759,0
977,2024-02-10 17:00:00,20.9,,14.0,,,,1,31,57,168,760,0
978,2024-02-10 18:00:00,17.0,,25.0,,,,1,29,64,200,760,0
979,2024-02-10 19:00:00,18.1,,24.0,,,,1,29,65,159,761,0
980,2024-02-10 20:00:00,26.2,,0.0,,,,1,29,65,132,761,0
981,2024-02-10 21:00:00,25.1,,11.0,,,,1,28,65,136,762,0
982,2024-02-10 22:00:00,24.6,,2.0,,,,1,28,67,106,762,0
983,2024-02-10 23:00:00,25.0,,1.0,,,,1,28,69,96,762,0
984,2024-02-11 00:00:00,22.7,,0.0,,,,1,28,71,110,762,0
985,2024-02-11 01:00:00,24.4,,,,,,1,27,71,107,762,0
986,2024-02-11 02:00:00,22.5,,0.0,,,,1,28,68,121,761,0
987,2024-02-11 03:00:00,21.0,,2.0,,,,1,27,67,110,761,0
988,2024-02-11 04:00:00,18.9,,24.0,,,,1,27,72,92,761,0
989,2024-02-11 05:00:00,16.2,,35.0,,,,1,27,71,81,761,0
990,2024-02-11 06:00:00,15.4,,36.0,,,,1,27,71,85,761,0
991,2024-02-11 07:00:00,19.0,,23.0,,,,1,27,67,86,762,0
992,2024-02-11 08:00:00,22.2,,10.0,,,,1,28,64,121,762,0
993,2024-02-11 09:00:00,21.7,,4.0,,,,1,29,60,139,763,0
994,2024-02-11 10:00:00,25.1,,4.0,,,,0,30,56,222,763,0
995,2024-02-11 11:00:00,18.2,,2.0,,,,1,31,53,228,763,0
996,2024-02-11 12:00:00,18.2,,1.0,,,,2,32,48,239,762,0
997,2024-02-11 13:00:00,16.8,,11.0,,,,2,32,47,245,762,0
998,2024-02-11 14:00:00,17.7,,21.0,,,,2,32,46,238,761,0
999,2024-02-11 15:00:00,19.5,,10.0,,,,1,32,50,219,761,0
1000,2024-02-11 16:00:00,21.5,,34.0,,,,1,31,52,235,761,0
1001,2024-02-11 17:00:00,19.3,,34.0,,,,1,30,57,218,761,0
1002,2024-02-11 18:00:00,17.2,,34.0,,,,1,29,62,171,761,0
1003,2024-02-11 19:00:00,18.8,,25.0,,,,1,28,63,160,761,0
1004,2024-02-11 20:00:00,,,,,,,1,28,63,141,762,0
1005,2024-02-11 21:00:00,,,3.0,,,,1,28,63,146,762,0
1006,2024-02-11 22:00:00,20.2,,2.0,,,,1,28,64,128,762,0
1007,2024-02-11 23:00:00,24.0,,1.0,,,,1,28,67,110,762,0
1008,2024-02-12 00:00:00,20.7,,23.0,,,,1,27,68,112,762,0
1009,2024-02-12 01:00:00,22.2,,4.0,,,,1,27,70,92,761,0
1010,2024-02-12 02:00:00,22.6,,,,,,1,27,70,88,761,0
1011,2024-02-12 03:00:00,21.5,,41.0,,,,1,27,70,109,761,0
1012,2024-02-12 04:00:00,18.7,,41.0,,,,1,27,71,93,761,0
1013,2024-02-12 05:00:00,20.6,,41.0,,,,1,26,72,106,761,0
1014,2024-02-12 06:00:00,21.4,,28.0,,,,1,26,72,103,761,0
1015,2024-02-12 07:00:00,25.9,,4.0,,,,1,27,70,75,761,0
1016,2024-02-12 08:00:00,27.8,,2.0,,,,1,28,69,101,762,0
1017,2024-02-12 09:00:00,24.5,,9.0,,,,1,29,65,136,762,0
1018,2024-02-12 10:00:00,19.3,,2.0,,,,1,30,56,230,762,0
1019,2024-02-12 11:00:00,21.9,,1.0,,,,1,31,52,225,762,0
1020,2024-02-12 12:00:00,22.8,,16.0,,,,1,32,49,225,761,0
1021,2024-02-12 13:00:00,20.8,,1.0,,,,1,32,47,226,761,0
1022,2024-02-12 14:00:00,19.3,,1.0,,,,2,32,48,241,760,0
1023,2024-02-12 15:00:00,19.7,,8.0,,,,2,31,49,241,760,0
1024,2024-02-12 16:00:00,17.1,,15.0,,,,1,31,52,205,760,0
1025,2024-02-12 17:00:00,22.2,,0.0,,,,1,30,57,230,760,0
1026,2024-02-12 18:00:00,20.7,,30.0,,,,1,28,63,198,761,0
1027,2024-02-12 19:00:00,22.2,,4.0,,,,1,28,65,205,761,0
1028,2024-02-12 20:00:00,20.5,,14.0,,,,1,28,67,193,762,0
1029,2024-02-12 21:00:00,20.2,,3.0,,,,1,28,69,207,762,0
1030,2024-02-12 22:00:00,21.1,,4.0,,,,1,27,70,170,762,0
1031,2024-02-12 23:00:00,22.5,,6.0,,,,2,27,71,211,762,0
1032,2024-02-13 00:00:00,25.1,,16.0,,,,1,27,72,215,762,0
1033,2024-02-13 01:00:00,22.3,,1.0,,,,1,27,70,214,761,0
1034,2024-02-13 02:00:00,16.2,,16.0,,,,1,27,67,201,761,0
1035,2024-02-13 03:00:00,19.2,,,,,,1,27,68,123,760,0
1036,2024-02-13 04:00:00,16.5,,40.0,,,,1,27,73,104,760,0
1037,2024-02-13 05:00:00,17.3,,41.0,,,,1,27,73,115,760,0
1038,2024-02-13 06:00:00,20.0,,39.0,,,,1,26,75,115,760,0
1039,2024-02-13 07:00:00,25.8,,13.0,,,,1,27,75,124,761,0
1040,2024-02-13 08:00:00,22.2,,4.0,,,,1,28,70,105,761,0
1041,2024-02-13 09:00:00,22.3,,5.0,,,,1,29,66,140,761,0
1042,2024-02-13 10:00:00,18.0,,2.0,,,,1,30,60,148,761,0
1043,2024-02-13 11:00:00,21.1,,0.0,,,,1,31,53,176,761,0
1044,2024-02-13 12:00:00,21.2,,23.0,,,,1,32,51,209,761,0
1045,2024-02-13 13:00:00,20.2,,10.0,,,,1,32,52,204,760,0
1046,2024-02-13 14:00:00,19.0,,8.0,,,,1,32,52,196,759,0
1047,2024-02-13 15:00:00,15.3,,23.0,,,,1,31,56,172,759,0
1048,2024-02-13 16:00:00,18.0,,33.0,,,,1,30,58,210,759,0
1049,2024-02-13 17:00:00,19.5,,31.0,,,,1,29,60,175,759,0
1050,2024-02-13 18:00:00,20.6,,12.0,,,,1,29,65,158,759,0
1051,2024-02-13 19:00:00,25.6,,15.0,,,,1,28,69,141,760,0
1052,2024-02-13 20:00:00,19.2,,14.0,,,,1,28,70,131,760,0
1053,2024-02-13 21:00:00,18.3,,2.0,,,,1,28,68,133,761,0
1054,2024-02-13 22:00:00,17.2,,3.0,,,,1,28,70,134,761,0
1055,2024-02-13 23:00:00,15.8,,4.0,,,,1,28,71,125,761,0
1056,2024-02-14 00:00:00,18.7,,24.0,,,,1,28,71,125,760,0
1057,2024-02-14 01:00:00,21.5,,,,,,1,27,77,113,760,0
1058,2024-02-14 02:00:00,15.2,,139.0,,,,1,26,84,116,760,0
1059,2024-02-14 03:00:00,13.8,,107.0,,,,1,27,80,141,759,0
1060,2024-02-14 04:00:00,13.3,,,,,,1,26,83,123,759,1
1061,2024-02-14 05:00:00,12.3,,26.0,,,,1,26,79,179,759,0
1062,2024-02-14 06:00:00,15.2,,18.0,,,,1,26,82,132,760,0
1063,2024-02-14 07:00:00,20.8,,5.0,,,,1,26,85,137,760,1
1064,2024-02-14 08:00:00,16.3,,0.0,,,,1,27,85,131,760,0
1065,2024-02-14 09:00:00,19.2,,0.0,,,,1,28,77,137,761,0
1066,2024-02-14 10:00:00,18.3,,3.0,,,,1,30,66,219,761,0
1067,2024-02-14 11:00:00,19.1,,3.0,,,,1,30,68,207,760,0
1068,2024-02-14 12:00:00,17.8,,2.0,,,,1,32,59,228,759,0
1069,2024-02-14 13:00:00,18.2,,7.0,,,,1,32,59,212,759,0
1070,2024-02-14 14:00:00,17.8,,23.0,,,,1,32,59,189,758,0
1071,2024-02-14 15:00:00,23.9,,23.0,,,,1,31,61,173,758,0
1072,2024-02-14 16:00:00,15.6,,24.0,,,,1,30,63,216,758,0
1073,2024-02-14 17:00:00,17.6,,10.0,,,,1,30,66,194,758,0
1074,2024-02-14 18:00:00,19.6,,4.0,,,,1,29,71,204,758,0
1075,2024-02-14 19:00:00,26.3,,0.0,,,,1,28,73,191,759,0
1076,2024-02-14 20:00:00,23.1,,4.0,,,,1,28,74,187,759,0
1077,2024-02-14 21:00:00,21.3,,6.0,,,,1,28,75,158,760,0
1078,2024-02-14 22:00:00,20.9,,6.0,,,,1,28,74,134,760,0
