,Unnamed: 0,DATETIMEDATA,PM25,WS,TEMP,RH,WD
1462,1462,2024-03-01 22:00:00,24.1,1,28,72,111
1463,1463,2024-03-01 23:00:00,27.2,1,28,73,115
1464,1464,2024-03-02 00:00:00,23.5,1,28,74,125
1465,1465,2024-03-02 01:00:00,24.2,1,28,72,137
1466,1466,2024-03-02 02:00:00,17.6,1,28,72,125
1467,1467,2024-03-02 03:00:00,15.2,1,28,74,121
1468,1468,2024-03-02 04:00:00,16.5,1,27,76,111
1469,1469,2024-03-02 05:00:00,22.6,1,28,76,117
1470,1470,2024-03-02 06:00:00,22.8,1,27,76,107
1471,1471,2024-03-02 07:00:00,21.0,1,28,76,108
1472,1472,2024-03-02 08:00:00,21.1,1,29,73,108
1473,1473,2024-03-02 09:00:00,18.6,1,30,71,116
1474,1474,2024-03-02 10:00:00,18.5,1,31,61,122
1475,1475,2024-03-02 11:00:00,23.0,1,32,57,141
1476,1476,2024-03-02 12:00:00,16.9,1,33,55,170
1477,1477,2024-03-02 13:00:00,19.5,1,33,55,172
1478,1478,2024-03-02 14:00:00,14.8,1,32,58,163
1479,1479,2024-03-02 15:00:00,12.7,1,31,60,176
1480,1480,2024-03-02 16:00:00,17.4,1,31,61,169
1481,1481,2024-03-02 17:00:00,20.2,1,30,66,179
1482,1482,2024-03-02 18:00:00,21.1,1,29,69,155
1483,1483,2024-03-02 19:00:00,25.7,1,29,72,144
1484,1484,2024-03-02 20:00:00,22.8,1,29,72,123
1485,1485,2024-03-02 21:00:00,22.8,1,29,72,105
1486,1486,2024-03-02 22:00:00,21.5,1,29,70,103
1487,1487,2024-03-02 23:00:00,18.2,1,29,70,109
1488,1488,2024-03-03 00:00:00,17.5,1,28,73,111
1489,1489,2024-03-03 01:00:00,16.3,1,28,75,105
1490,1490,2024-03-03 02:00:00,17.1,1,28,76,111
1491,1491,2024-03-03 03:00:00,17.1,1,28,76,112
1492,1492,2024-03-03 04:00:00,15.9,1,28,78,106
1493,1493,2024-03-03 05:00:00,21.9,1,27,79,109
1494,1494,2024-03-03 06:00:00,19.8,1,27,80,90
1495,1495,2024-03-03 07:00:00,20.1,1,28,76,94
1496,1496,2024-03-03 08:00:00,18.1,1,29,69,102
1497,1497,2024-03-03 09:00:00,16.8,1,31,61,109
1498,1498,2024-03-03 10:00:00,18.3,1,32,57,173
1499,1499,2024-03-03 11:00:00,15.8,1,33,54,145
1500,1500,2024-03-03 12:00:00,14.8,1,33,51,191
1501,1501,2024-03-03 13:00:00,16.0,1,33,52,187
1502,1502,2024-03-03 14:00:00,14.5,1,33,53,194
1503,1503,2024-03-03 15:00:00,15.6,1,33,50,227
1504,1504,2024-03-03 16:00:00,20.3,2,32,45,216
1505,1505,2024-03-03 17:00:00,19.0,1,31,55,186
1506,1506,2024-03-03 18:00:00,18.0,1,29,62,169
1507,1507,2024-03-03 19:00:00,20.5,1,29,66,141
1508,1508,2024-03-03 20:00:00,21.6,1,29,68,126
1509,1509,2024-03-03 21:00:00,18.2,1,29,69,125
1510,1510,2024-03-03 22:00:00,16.4,1,28,69,122
1511,1511,2024-03-03 23:00:00,22.6,1,28,70,105
1512,1512,2024-03-04 00:00:00,17.1,1,28,73,98
1513,1513,2024-03-04 01:00:00,17.4,1,28,73,119
1514,1514,2024-03-04 02:00:00,12.4,1,28,74,112
1515,1515,2024-03-04 03:00:00,12.9,1,27,76,113
1516,1516,2024-03-04 04:00:00,20.6,1,27,77,110
1517,1517,2024-03-04 05:00:00,24.1,1,27,78,113
1518,1518,2024-03-04 06:00:00,24.0,1,27,81,109
1519,1519,2024-03-04 07:00:00,22.9,1,28,75,107
1520,1520,2024-03-04 08:00:00,19.4,2,29,68,115
1521,1521,2024-03-04 09:00:00,22.1,1,31,63,111
1522,1522,2024-03-04 10:00:00,19.2,1,32,56,115
1523,1523,2024-03-04 11:00:00,20.7,1,33,52,138
1524,1524,2024-03-04 12:00:00,20.4,1,33,50,151
1525,1525,2024-03-04 13:00:00,14.7,1,33,50,154
1526,1526,2024-03-04 14:00:00,18.7,2,33,51,141
1527,1527,2024-03-04 15:00:00,16.2,1,33,53,169
1528,1528,2024-03-04 16:00:00,18.5,1,32,55,181
1529,1529,2024-03-04 17:00:00,18.2,1,31,59,150
1530,1530,2024-03-04 18:00:00,15.9,1,30,66,121
1531,1531,2024-03-04 19:00:00,17.5,2,29,70,116
1532,1532,2024-03-04 20:00:00,23.9,2,29,73,115
1533,1533,2024-03-04 21:00:00,20.4,2,28,75,113
1534,1534,2024-03-04 22:00:00,19.5,1,28,77,110
1535,1535,2024-03-04 23:00:00,20.1,1,28,77,110
1536,1536,2024-03-05 00:00:00,21.5,1,28,76,110
1537,1537,2024-03-05 01:00:00,16.4,1,27,80,110
1538,1538,2024-03-05 02:00:00,20.3,1,27,83,107
1539,1539,2024-03-05 03:00:00,17.3,1,27,85,107
1540,1540,2024-03-05 04:00:00,20.1,0,26,86,107
1541,1541,2024-03-05 05:00:00,27.2,0,26,86,106
1542,1542,2024-03-05 06:00:00,18.0,0,0,34,104
1543,1543,2024-03-05 07:00:00,18.0,1,0,0,106
1544,1544,2024-03-05 08:00:00,18.0,1,0,0,107
1545,1545,2024-03-05 09:00:00,18.0,1,0,15,110
1546,1546,2024-03-05 10:00:00,18.0,2,32,59,123
1547,1547,2024-03-05 11:00:00,24.0,2,33,55,123
1548,1548,2024-03-05 12:00:00,23.1,2,34,50,130
1549,1549,2024-03-05 13:00:00,21.0,2,34,48,139
1550,1550,2024-03-05 14:00:00,22.5,2,35,43,139
1551,1551,2024-03-05 15:00:00,19.2,2,34,49,145
1552,1552,2024-03-05 16:00:00,21.7,2,33,52,146
1553,1553,2024-03-05 17:00:00,24.6,2,32,59,138
1554,1554,2024-03-05 18:00:00,20.8,2,30,64,128
1555,1555,2024-03-05 19:00:00,23.3,1,29,69,116
1556,1556,2024-03-05 20:00:00,29.5,1,29,72,111
1557,1557,2024-03-05 21:00:00,28.5,1,29,73,108
1558,1558,2024-03-05 22:00:00,23.8,0,28,74,105
1559,1559,2024-03-05 23:00:00,23.1,1,28,77,88
1560,1560,2024-03-06 00:00:00,22.2,0,28,78,98
1561,1561,2024-03-06 01:00:00,22.5,1,27,80,93
1562,1562,2024-03-06 02:00:00,25.1,2,27,82,88
1563,1563,2024-03-06 03:00:00,20.4,1,26,84,93
1564,1564,2024-03-06 04:00:00,30.2,0,26,85,102
1565,1565,2024-03-06 05:00:00,23.1,1,26,85,96
1566,1566,2024-03-06 06:00:00,33.0,1,26,87,89
1567,1567,2024-03-06 07:00:00,30.3,1,26,85,100
1568,1568,2024-03-06 08:00:00,38.1,1,28,75,93
1569,1569,2024-03-06 09:00:00,36.9,1,30,65,91
1570,1570,2024-03-06 10:00:00,35.3,2,32,58,84
1571,1571,2024-03-06 11:00:00,23.4,2,34,51,90
1572,1572,2024-03-06 12:00:00,23.5,2,35,46,121
1573,1573,2024-03-06 13:00:00,23.5,3,35,48,134
1574,1574,2024-03-06 14:00:00,21.0,3,35,47,139
1575,1575,2024-03-06 15:00:00,23.8,2,35,48,145
1576,1576,2024-03-06 16:00:00,17.6,3,34,53,141
1577,1577,2024-03-06 17:00:00,16.7,2,33,55,129
1578,1578,2024-03-06 18:00:00,20.6,2,31,57,120
1579,1579,2024-03-06 19:00:00,25.4,2,30,63,118
1580,1580,2024-03-06 20:00:00,24.6,1,30,68,107
1581,1581,2024-03-06 21:00:00,19.5,1,29,69,103
1582,1582,2024-03-06 22:00:00,20.1,1,29,74,94
1583,1583,2024-03-06 23:00:00,16.7,1,28,76,93
1584,1584,2024-03-07 00:00:00,21.8,0,28,80,104
1585,1585,2024-03-07 01:00:00,21.4,1,27,82,103
1586,1586,2024-03-07 02:00:00,17.0,1,27,84,100
1587,1587,2024-03-07 03:00:00,28.3,1,26,86,104
1588,1588,2024-03-07 04:00:00,21.4,1,26,86,97
1589,1589,2024-03-07 05:00:00,17.2,1,26,86,102
1590,1590,2024-03-07 06:00:00,13.7,0,26,88,104
1591,1591,2024-03-07 07:00:00,31.1,1,26,85,95
1592,1592,2024-03-07 08:00:00,33.2,1,29,74,99
1593,1593,2024-03-07 09:00:00,32.1,1,31,65,116
1594,1594,2024-03-07 10:00:00,28.2,2,32,58,116
1595,1595,2024-03-07 11:00:00,28.8,2,34,49,120
1596,1596,2024-03-07 12:00:00,21.4,3,35,44,130
1597,1597,2024-03-07 13:00:00,22.3,3,36,42,140
1598,1598,2024-03-07 14:00:00,18.7,3,36,39,145
1599,1599,2024-03-07 15:00:00,22.1,2,35,42,142
1600,1600,2024-03-07 16:00:00,19.2,2,34,44,139
1601,1601,2024-03-07 17:00:00,18.0,1,32,54,142
1602,1602,2024-03-07 18:00:00,15.8,1,30,60,140
1603,1603,2024-03-07 19:00:00,16.4,1,30,64,109
1604,1604,2024-03-07 20:00:00,23.3,1,30,67,106
1605,1605,2024-03-07 21:00:00,20.2,1,29,69,104
1606,1606,2024-03-07 22:00:00,29.2,1,29,74,95
1607,1607,2024-03-07 23:00:00,21.9,1,28,74,100
